iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
AGO,2019-01-01 00:00:00,2019-12-31 00:00:00,sand-quarrying,co2e_100yr,166,tonnes,annual,2023-10-03 21:10:30.955114,
AGO,2019-01-01 00:00:00,2019-12-31 00:00:00,sand-quarrying,co2e_20yr,166,tonnes,annual,2023-10-03 21:10:30.955122,
AGO,2020-01-01 00:00:00,2020-12-31 00:00:00,sand-quarrying,co2,166,tonnes,annual,2023-10-03 21:10:30.955662,
AGO,2020-01-01 00:00:00,2020-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.955676,
AGO,2020-01-01 00:00:00,2020-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.955686,
AGO,2020-01-01 00:00:00,2020-12-31 00:00:00,sand-quarrying,co2e_100yr,166,tonnes,annual,2023-10-03 21:10:30.955694,
AGO,2020-01-01 00:00:00,2020-12-31 00:00:00,sand-quarrying,co2e_20yr,166,tonnes,annual,2023-10-03 21:10:30.955702,
AGO,2021-01-01 00:00:00,2021-12-31 00:00:00,sand-quarrying,co2,166,tonnes,annual,2023-10-03 21:10:30.956248,
AGO,2021-01-01 00:00:00,2021-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.956263,
AGO,2021-01-01 00:00:00,2021-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.956272,
AGO,2021-01-01 00:00:00,2021-12-31 00:00:00,sand-quarrying,co2e_100yr,166,tonnes,annual,2023-10-03 21:10:30.95628,
AGO,2021-01-01 00:00:00,2021-12-31 00:00:00,sand-quarrying,co2e_20yr,166,tonnes,annual,2023-10-03 21:10:30.956287,
AGO,2022-01-01 00:00:00,2022-12-31 00:00:00,sand-quarrying,co2,166,tonnes,annual,2023-10-03 21:10:30.956823,
AGO,2022-01-01 00:00:00,2022-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.956838,
AGO,2022-01-01 00:00:00,2022-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.956847,
AGO,2022-01-01 00:00:00,2022-12-31 00:00:00,sand-quarrying,co2e_100yr,166,tonnes,annual,2023-10-03 21:10:30.956855,
AGO,2022-01-01 00:00:00,2022-12-31 00:00:00,sand-quarrying,co2e_20yr,166,tonnes,annual,2023-10-03 21:10:30.956863,
AIA,2015-01-01 00:00:00,2015-12-31 00:00:00,sand-quarrying,co2,0,tonnes,annual,2023-10-03 21:10:30.957403,
AIA,2015-01-01 00:00:00,2015-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.957418,
AIA,2015-01-01 00:00:00,2015-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.957427,
AIA,2015-01-01 00:00:00,2015-12-31 00:00:00,sand-quarrying,co2e_100yr,0,tonnes,annual,2023-10-03 21:10:30.957435,
AIA,2015-01-01 00:00:00,2015-12-31 00:00:00,sand-quarrying,co2e_20yr,0,tonnes,annual,2023-10-03 21:10:30.957443,
AIA,2016-01-01 00:00:00,2016-12-31 00:00:00,sand-quarrying,co2,0,tonnes,annual,2023-10-03 21:10:30.957974,
AIA,2016-01-01 00:00:00,2016-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.957989,
AIA,2016-01-01 00:00:00,2016-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.957998,
AIA,2016-01-01 00:00:00,2016-12-31 00:00:00,sand-quarrying,co2e_100yr,0,tonnes,annual,2023-10-03 21:10:30.958006,
AIA,2016-01-01 00:00:00,2016-12-31 00:00:00,sand-quarrying,co2e_20yr,0,tonnes,annual,2023-10-03 21:10:30.958027,
AIA,2017-01-01 00:00:00,2017-12-31 00:00:00,sand-quarrying,co2,0,tonnes,annual,2023-10-03 21:10:30.958578,
AIA,2017-01-01 00:00:00,2017-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.958593,
AIA,2017-01-01 00:00:00,2017-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.958602,
AIA,2017-01-01 00:00:00,2017-12-31 00:00:00,sand-quarrying,co2e_100yr,0,tonnes,annual,2023-10-03 21:10:30.95861,
AIA,2017-01-01 00:00:00,2017-12-31 00:00:00,sand-quarrying,co2e_20yr,0,tonnes,annual,2023-10-03 21:10:30.958618,
AIA,2018-01-01 00:00:00,2018-12-31 00:00:00,sand-quarrying,co2,0,tonnes,annual,2023-10-03 21:10:30.959161,
AIA,2018-01-01 00:00:00,2018-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.959175,
AIA,2018-01-01 00:00:00,2018-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.959185,
AIA,2018-01-01 00:00:00,2018-12-31 00:00:00,sand-quarrying,co2e_100yr,0,tonnes,annual,2023-10-03 21:10:30.959193,
AIA,2018-01-01 00:00:00,2018-12-31 00:00:00,sand-quarrying,co2e_20yr,0,tonnes,annual,2023-10-03 21:10:30.9592,
AIA,2019-01-01 00:00:00,2019-12-31 00:00:00,sand-quarrying,co2,0,tonnes,annual,2023-10-03 21:10:30.959724,
AIA,2019-01-01 00:00:00,2019-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.959739,
AIA,2019-01-01 00:00:00,2019-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.959748,
AIA,2019-01-01 00:00:00,2019-12-31 00:00:00,sand-quarrying,co2e_100yr,0,tonnes,annual,2023-10-03 21:10:30.959756,
AIA,2019-01-01 00:00:00,2019-12-31 00:00:00,sand-quarrying,co2e_20yr,0,tonnes,annual,2023-10-03 21:10:30.959764,
AIA,2020-01-01 00:00:00,2020-12-31 00:00:00,sand-quarrying,co2,0,tonnes,annual,2023-10-03 21:10:30.960428,
AIA,2020-01-01 00:00:00,2020-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.960445,
AIA,2020-01-01 00:00:00,2020-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.960454,
AIA,2020-01-01 00:00:00,2020-12-31 00:00:00,sand-quarrying,co2e_100yr,0,tonnes,annual,2023-10-03 21:10:30.960463,
AIA,2020-01-01 00:00:00,2020-12-31 00:00:00,sand-quarrying,co2e_20yr,0,tonnes,annual,2023-10-03 21:10:30.960471,
AIA,2021-01-01 00:00:00,2021-12-31 00:00:00,sand-quarrying,co2,0,tonnes,annual,2023-10-03 21:10:30.961043,
AIA,2021-01-01 00:00:00,2021-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.961059,
AIA,2021-01-01 00:00:00,2021-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.961069,
AIA,2021-01-01 00:00:00,2021-12-31 00:00:00,sand-quarrying,co2e_100yr,0,tonnes,annual,2023-10-03 21:10:30.961091,
AIA,2021-01-01 00:00:00,2021-12-31 00:00:00,sand-quarrying,co2e_20yr,0,tonnes,annual,2023-10-03 21:10:30.961105,
AIA,2022-01-01 00:00:00,2022-12-31 00:00:00,sand-quarrying,co2,0,tonnes,annual,2023-10-03 21:10:30.961669,
AIA,2022-01-01 00:00:00,2022-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.961685,
